Source Titles	records	% of 8673
ARCTIC ANTARCTIC AND ALPINE RESEARCH	13	0.150
ATMOSPHERIC ENVIRONMENT	13	0.150
ECOLOGICAL INFORMATICS	13	0.150
EUROPEAN JOURNAL OF FOREST RESEARCH	13	0.150
EVOLUTIONARY ECOLOGY	13	0.150
GENETIC RESOURCES AND CROP EVOLUTION	13	0.150
INTERNATIONAL JOURNAL OF BIOMETEOROLOGY	13	0.150
JOURNAL FOR NATURE CONSERVATION	13	0.150
JOURNAL OF FOREST RESEARCH	13	0.150
PHYTOPATHOLOGY	13	0.150
PLANT BIOSYSTEMS	13	0.150
BMC ECOLOGY	12	0.138
BRAZILIAN JOURNAL OF BOTANY	12	0.138
DIVERSITY BASEL	12	0.138
ECOHEALTH	12	0.138
ECOTOXICOLOGY	12	0.138
ENVIRONMENTAL RESEARCH	12	0.138
JOURNAL OF CLEANER PRODUCTION	12	0.138
JOURNAL OF EXPERIMENTAL BOTANY	12	0.138
PHYTOTAXA	12	0.138
PLANT JOURNAL	12	0.138
PLANT SYSTEMATICS AND EVOLUTION	12	0.138
TREE GENETICS GENOMES	12	0.138
WETLANDS	12	0.138
FOLIA GEOBOTANICA	11	0.127
JOURNAL OF PALEOLIMNOLOGY	11	0.127
MARINE BIOLOGY RESEARCH	11	0.127
NEOBIOTA	11	0.127
REGIONAL STUDIES IN MARINE SCIENCE	11	0.127
SYSTEMATICS AND BIODIVERSITY	11	0.127
AQUATIC INVASIONS	10	0.115
AQUATIC SCIENCES	10	0.115
CIENCIA FLORESTAL	10	0.115
ENVIRONMENTAL MANAGEMENT	10	0.115
EUROPEAN JOURNAL OF PLANT PATHOLOGY	10	0.115
JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE	10	0.115
NORTHEASTERN NATURALIST	10	0.115
PEDOBIOLOGIA	10	0.115
SCANDINAVIAN JOURNAL OF FOREST RESEARCH	10	0.115
AMERICAN MIDLAND NATURALIST	9	0.104
APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH	9	0.104
AQUATIC ECOLOGY	9	0.104
BIOTA NEOTROPICA	9	0.104
COMMUNITY ECOLOGY	9	0.104
INTERNATIONAL JOURNAL FOR PARASITOLOGY PARASITES AND WILDLIFE	9	0.104
MANAGEMENT OF BIOLOGICAL INVASIONS	9	0.104
POPULATION ECOLOGY	9	0.104
REMOTE SENSING IN ECOLOGY AND CONSERVATION	9	0.104
SILVA FENNICA	9	0.104
SOUTH AFRICAN JOURNAL OF BOTANY	9	0.104
WATER AIR AND SOIL POLLUTION	9	0.104
ARCTIC SCIENCE	8	0.092
ATMOSPHERIC CHEMISTRY AND PHYSICS	8	0.092
BMC PLANT BIOLOGY	8	0.092
BOTANY LETTERS	8	0.092
CLIMATIC CHANGE	8	0.092
ENVIRONMENTAL SCIENCES EUROPE	8	0.092
FOREST SCIENCE	8	0.092
JOURNAL OF APPLIED REMOTE SENSING	8	0.092
JOURNAL OF NATURAL HISTORY	8	0.092
JOURNAL OF PLANT RESEARCH	8	0.092
JOURNAL OF SOILS AND SEDIMENTS	8	0.092
MOVEMENT ECOLOGY	8	0.092
REVUE D ECOLOGIE LA TERRE ET LA VIE	8	0.092
TAXON	8	0.092
ACTA AMAZONICA	7	0.081
AGROFORESTRY SYSTEMS	7	0.081
AGRONOMY BASEL	7	0.081
AMBIO	7	0.081
ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY	7	0.081
ECOLOGICAL MANAGEMENT RESTORATION	7	0.081
ENVIRONMENTAL CONSERVATION	7	0.081
FOREST ECOSYSTEMS	7	0.081
FOREST PATHOLOGY	7	0.081
GLOBAL BIOGEOCHEMICAL CYCLES	7	0.081
GLOBAL ENVIRONMENTAL CHANGE HUMAN AND POLICY DIMENSIONS	7	0.081
INTERNATIONAL JOURNAL OF PLANT SCIENCES	7	0.081
JOURNAL OF HAZARDOUS MATERIALS	7	0.081
JOURNAL OF PHYCOLOGY	7	0.081
NORTHWEST SCIENCE	7	0.081
PLANT BREEDING	7	0.081
PLANT SPECIES BIOLOGY	7	0.081
REVISTA ARVORE	7	0.081
AFRICAN JOURNAL OF RANGE FORAGE SCIENCE	6	0.069
ANIMAL BIODIVERSITY AND CONSERVATION	6	0.069
APPLICATIONS IN PLANT SCIENCES	6	0.069
CLIMATE RESEARCH	6	0.069
ELEMENTA SCIENCE OF THE ANTHROPOCENE	6	0.069
ENVIRONMENTAL AND ECOLOGICAL STATISTICS	6	0.069
ENVIRONMENTAL EARTH SCIENCES	6	0.069
EUROPEAN JOURNAL OF PHYCOLOGY	6	0.069
INVASIVE PLANT SCIENCE AND MANAGEMENT	6	0.069
JOURNAL OF FRESHWATER ECOLOGY	6	0.069
JOURNAL OF PLANT PHYSIOLOGY	6	0.069
JOURNAL OF PLANT REGISTRATIONS	6	0.069
JOURNAL OF SYSTEMATICS AND EVOLUTION	6	0.069
MARINE BIODIVERSITY	6	0.069
NATURE CONSERVATION BULGARIA	6	0.069
PERSPECTIVES IN ECOLOGY AND CONSERVATION	6	0.069
PLANT CELL	6	0.069
PLANT PHYSIOLOGY AND BIOCHEMISTRY	6	0.069
SOUTHEASTERN NATURALIST	6	0.069
TROPICAL PLANT PATHOLOGY	6	0.069
WATER SCIENCE AND TECHNOLOGY	6	0.069
WEED TECHNOLOGY	6	0.069
WETLANDS ECOLOGY AND MANAGEMENT	6	0.069
BIODIVERSITY DATA JOURNAL	5	0.058
BOSQUE	5	0.058
CHEMOECOLOGY	5	0.058
COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS	5	0.058
ECONOMIC BOTANY	5	0.058
ECOSCIENCE	5	0.058
ENVIRONMENTAL SCIENCE WATER RESEARCH TECHNOLOGY	5	0.058
ENVIRONMETRICS	5	0.058
EUROPEAN JOURNAL OF SOIL BIOLOGY	5	0.058
EUROPEAN JOURNAL OF WOOD AND WOOD PRODUCTS	5	0.058
FUNCTIONAL PLANT BIOLOGY	5	0.058
INTERCIENCIA	5	0.058
JOURNAL OF BRYOLOGY	5	0.058
JOURNAL OF COASTAL RESEARCH	5	0.058
JOURNAL OF SUSTAINABLE FORESTRY	5	0.058
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH PART A CURRENT ISSUES	5	0.058
LICHENOLOGIST	5	0.058
MADERA Y BOSQUES	5	0.058
MIRES AND PEAT	5	0.058
NATURE CLIMATE CHANGE	5	0.058
PHYSIOLOGIA PLANTARUM	5	0.058
PLANT ECOLOGY AND EVOLUTION	5	0.058
PLANT METHODS	5	0.058
PLANT SCIENCE	5	0.058
POLAR RESEARCH	5	0.058
REGIONAL ENVIRONMENTAL CHANGE	5	0.058
REVIEW OF PALAEOBOTANY AND PALYNOLOGY	5	0.058
SYSTEMATIC BOTANY	5	0.058
URBAN CLIMATE	5	0.058
VADOSE ZONE JOURNAL	5	0.058
WEED BIOLOGY AND MANAGEMENT	5	0.058
WEED RESEARCH	5	0.058
AEROBIOLOGIA	4	0.046
AIR QUALITY ATMOSPHERE AND HEALTH	4	0.046
AQUATIC MICROBIAL ECOLOGY	4	0.046
ATMOSPHERIC POLLUTION RESEARCH	4	0.046
AUSTRALASIAN PLANT PATHOLOGY	4	0.046
BALTIC FORESTRY	4	0.046
BRYOLOGIST	4	0.046
CARBON BALANCE AND MANAGEMENT	4	0.046
FOREST SYSTEMS	4	0.046
FRESENIUS ENVIRONMENTAL BULLETIN	4	0.046
GAYANA BOTANICA	4	0.046
INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT	4	0.046
JOURNAL OF FORESTRY RESEARCH	4	0.046
JOURNAL OF THE TORREY BOTANICAL SOCIETY	4	0.046
JOURNAL OF VEGETATION SCIENCE	4	0.046
MAMMAL REVIEW	4	0.046
MOLECULAR PLANT PATHOLOGY	4	0.046
NEW FORESTS	4	0.046
PALYNOLOGY	4	0.046
PHOTOSYNTHETICA	4	0.046
PHYCOLOGIA	4	0.046
PHYTOCHEMISTRY	4	0.046
PLANT BIOTECHNOLOGY JOURNAL	4	0.046
PLANT GENETIC RESOURCES CHARACTERIZATION AND UTILIZATION	4	0.046
PRESLIA	4	0.046
SEED SCIENCE AND TECHNOLOGY	4	0.046
TREE RING RESEARCH	4	0.046
WATER SCIENCE AND TECHNOLOGY WATER SUPPLY	4	0.046
WOOD SCIENCE AND TECHNOLOGY	4	0.046
ACTA BOTANICA MEXICANA	3	0.035
AFRICAN JOURNAL OF WILDLIFE RESEARCH	3	0.035
ALLGEMEINE FORST UND JAGDZEITUNG	3	0.035
ANNALES ZOOLOGICI FENNICI	3	0.035
APPLIED VEGETATION SCIENCE	3	0.035
ARCTIC	3	0.035
BIOENERGY RESEARCH	3	0.035
BOIS ET FORETS DES TROPIQUES	3	0.035
BOREAL ENVIRONMENT RESEARCH	3	0.035
CALDASIA	3	0.035
CANADIAN JOURNAL OF PLANT SCIENCE	3	0.035
CASTANEA	3	0.035
CONSERVATION GENETICS RESOURCES	3	0.035
CROP JOURNAL	3	0.035
DENDROBIOLOGY	3	0.035
EARTHS FUTURE	3	0.035
ECOLOGICAL COMPLEXITY	3	0.035
ENERGY POLICY	3	0.035
ENVIRONMENTAL EVIDENCE	3	0.035
ENVIRONMENTAL HEALTH	3	0.035
ENVIRONMENTAL MICROBIOLOGY REPORTS	3	0.035
ENVIRONMENTAL SCIENCE POLICY	3	0.035
ENVIRONMENTAL SCIENCE PROCESSES IMPACTS	3	0.035
FOREST POLICY AND ECONOMICS	3	0.035
FORESTRY CHRONICLE	3	0.035
GEOMICROBIOLOGY JOURNAL	3	0.035
ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES	3	0.035
JOURNAL OF EXPOSURE SCIENCE AND ENVIRONMENTAL EPIDEMIOLOGY	3	0.035
JOURNAL OF MOUNTAIN SCIENCE	3	0.035
JOURNAL OF THE AIR WASTE MANAGEMENT ASSOCIATION	3	0.035
LANDSCAPE AND ECOLOGICAL ENGINEERING	3	0.035
MOLECULAR PLANT MICROBE INTERACTIONS	3	0.035
NATURAL AREAS JOURNAL	3	0.035
NEW ZEALAND JOURNAL OF BOTANY	3	0.035
NEW ZEALAND JOURNAL OF FORESTRY SCIENCE	3	0.035
NOVA HEDWIGIA	3	0.035
PAKISTAN JOURNAL OF BOTANY	3	0.035
PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS	3	0.035
PHYTOCOENOLOGIA	3	0.035
PHYTOPATHOLOGIA MEDITERRANEA	3	0.035
PLANT AND CELL PHYSIOLOGY	3	0.035
PLANT DIRECT	3	0.035
PLANTA	3	0.035
PLANTA DANINHA	3	0.035
PLANTS BASEL	3	0.035
POLISH JOURNAL OF ECOLOGY	3	0.035
REVISTA CHAPINGO SERIE CIENCIAS FORESTALES Y DEL AMBIENTE	3	0.035
RHIZOSPHERE	3	0.035
SEED SCIENCE RESEARCH	3	0.035
SUMARSKI LIST	3	0.035
THEORETICAL ECOLOGY	3	0.035
TUEXENIA	3	0.035
WEB ECOLOGY	3	0.035
WESTERN NORTH AMERICAN NATURALIST	3	0.035
ACTA PHYSIOLOGIAE PLANTARUM	2	0.023
ALPINE BOTANY	2	0.023
ANNALS OF FOREST RESEARCH	2	0.023
ANTARCTIC SCIENCE	2	0.023
ANTHROPOCENE	2	0.023
AUSTRALIAN FORESTRY	2	0.023
BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT	2	0.023
BOLETIN DE LA SOCIEDAD ARGENTINA DE BOTANICA	2	0.023
BOTANICA MARINA	2	0.023
BOTANICAL SCIENCES	2	0.023
BREEDING SCIENCE	2	0.023
BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY	2	0.023
CERNE	2	0.023
CONTEMPORARY PROBLEMS OF ECOLOGY	2	0.023
CROATIAN JOURNAL OF FOREST ENGINEERING	2	0.023
ECOSYSTEM HEALTH AND SUSTAINABILITY	2	0.023
ENVIRONMENTAL ENGINEERING SCIENCE	2	0.023
ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY	2	0.023
EUROPEAN JOURNAL OF TAXONOMY	2	0.023
FIRE ECOLOGY	2	0.023
FOOD AND ENVIRONMENTAL VIROLOGY	2	0.023
FOREST PRODUCTS JOURNAL	2	0.023
FRONTIERS IN ECOLOGY AND THE ENVIRONMENT	2	0.023
HERZOGIA	2	0.023
HORTICULTURE RESEARCH	2	0.023
HUMAN AND ECOLOGICAL RISK ASSESSMENT	2	0.023
HUMAN WILDLIFE INTERACTIONS	2	0.023
INTERNATIONAL BIODETERIORATION BIODEGRADATION	2	0.023
INTERNATIONAL JOURNAL OF ENVIRONMENTAL HEALTH RESEARCH	2	0.023
INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH	2	0.023
INTERNATIONAL JOURNAL OF FOREST ENGINEERING	2	0.023
INTERNATIONAL JOURNAL OF GLOBAL WARMING	2	0.023
INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT	2	0.023
INTERNATIONAL JOURNAL OF PHYTOREMEDIATION	2	0.023
INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY	2	0.023
JOURNAL OF AEROSOL SCIENCE	2	0.023
JOURNAL OF COASTAL CONSERVATION	2	0.023
JOURNAL OF ENVIRONMENTAL INFORMATICS	2	0.023
JOURNAL OF ETHNOBIOLOGY AND ETHNOMEDICINE	2	0.023
JOURNAL OF ETHNOPHARMACOLOGY	2	0.023
JOURNAL OF FLOOD RISK MANAGEMENT	2	0.023
JOURNAL OF FORESTRY	2	0.023
JOURNAL OF HYDROLOGIC ENGINEERING	2	0.023
JOURNAL OF LAND USE SCIENCE	2	0.023
JOURNAL OF PHYTOPATHOLOGY	2	0.023
JOURNAL OF PLANT NUTRITION	2	0.023
JOURNAL OF SOIL AND WATER CONSERVATION	2	0.023
JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING	2	0.023
MEDITERRANEAN BOTANY	2	0.023
MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE	2	0.023
NORDIC JOURNAL OF BOTANY	2	0.023
PHOTOSYNTHESIS RESEARCH	2	0.023
PHYTOPARASITICA	2	0.023
PLANT CELL REPORTS	2	0.023
PLANT MOLECULAR BIOLOGY REPORTER	2	0.023
PLANT PROTECTION SCIENCE	2	0.023
PROTOPLASMA	2	0.023
RANGELAND JOURNAL	2	0.023
RESOURCES CONSERVATION AND RECYCLING	2	0.023
SCIENTIA FORESTALIS	2	0.023
SOIL SCIENCE AND PLANT NUTRITION	2	0.023
SOUTHERN FORESTS	2	0.023
SOUTHWESTERN NATURALIST	2	0.023
THEORETICAL POPULATION BIOLOGY	2	0.023
TROPICAL ECOLOGY	2	0.023
WASTE MANAGEMENT	2	0.023
WATER ENVIRONMENT RESEARCH	2	0.023
ACTA BIOLOGICA COLOMBIANA	1	0.012
ACTA PHYTOTAXONOMICA ET GEOBOTANICA	1	0.012
ACTA SOCIETATIS BOTANICORUM POLONIAE	1	0.012
ADVANCES IN BIOCHEMICAL ENGINEERING BIOTECHNOLOGY	1	0.012
ADVANCES IN ECOLOGICAL RESEARCH	1	0.012
AMERICAN FERN JOURNAL	1	0.012
ANNALES BOTANICI FENNICI	1	0.012
ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE	1	0.012
AUSTRIAN JOURNAL OF FOREST SCIENCE	1	0.012
BIOCHEMICAL SYSTEMATICS AND ECOLOGY	1	0.012
BIOINVASIONS RECORDS	1	0.012
BOTANICAL STUDIES	1	0.012
CARBON MANAGEMENT	1	0.012
CARYOLOGIA	1	0.012
CHEMISTRY AND ECOLOGY	1	0.012
CRYPTOGAMIE ALGOLOGIE	1	0.012
CURRENT FORESTRY REPORTS	1	0.012
ECO MONT JOURNAL ON PROTECTED MOUNTAIN AREAS RESEARCH	1	0.012
ECOGRAPHY	1	0.012
ECOLOGICAL PROCESSES	1	0.012
ECOLOGICAL RESTORATION	1	0.012
ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY	1	0.012
ENVIRONMENTAL AND MOLECULAR MUTAGENESIS	1	0.012
ENVIRONMENTAL CHEMISTRY	1	0.012
ENVIRONMENTAL GEOCHEMISTRY AND HEALTH	1	0.012
ENVIRONMENTAL INNOVATION AND SOCIETAL TRANSITIONS	1	0.012
ENVIRONMENTAL PROGRESS SUSTAINABLE ENERGY	1	0.012
ENVIRONMENTAL REVIEWS	1	0.012
ENVIRONMENTAL SCIENCE NANO	1	0.012
ENVIRONMENTAL TECHNOLOGY	1	0.012
FRESHWATER SCIENCE	1	0.012
GEOBIOLOGY	1	0.012
GEOHEALTH	1	0.012
HASELTONIA	1	0.012
HEALTH PHYSICS	1	0.012
IHERINGIA SERIE BOTANICA	1	0.012
IN VITRO CELLULAR DEVELOPMENTAL BIOLOGY PLANT	1	0.012
INDUSTRIAL HEALTH	1	0.012
INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION	1	0.012
ITALIAN JOURNAL OF AGROMETEOROLOGY RIVISTA ITALIANA DI AGROMETEOROLOGIA	1	0.012
JOURNAL OF APPLIED BOTANY AND FOOD QUALITY	1	0.012
JOURNAL OF APPLIED RESEARCH ON MEDICINAL AND AROMATIC PLANTS	1	0.012
JOURNAL OF ENVIRONMENTAL PROTECTION AND ECOLOGY	1	0.012
JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A TOXIC HAZARDOUS SUBSTANCES ENVIRONMENTAL ENGINEERING	1	0.012
JOURNAL OF ENVIRONMENTAL SCIENCES	1	0.012
JOURNAL OF FOREST ECONOMICS	1	0.012
JOURNAL OF GENERAL PLANT PATHOLOGY	1	0.012
JOURNAL OF INDUSTRIAL ECOLOGY	1	0.012
JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HYGIENE	1	0.012
JOURNAL OF PLANT DISEASES AND PROTECTION	1	0.012
JOURNAL OF PLANT PATHOLOGY	1	0.012
JOURNAL OF TROPICAL FOREST SCIENCE	1	0.012
JOURNAL OF WATER AND HEALTH	1	0.012
KEW BULLETIN	1	0.012
KOEDOE	1	0.012
LOCAL ENVIRONMENT	1	0.012
MAYDICA	1	0.012
MICROBIAL RISK ANALYSIS	1	0.012
MOUNTAIN RESEARCH AND DEVELOPMENT	1	0.012
NANOIMPACT	1	0.012
NATURE PLANTS	1	0.012
NEXT GENERATION BIOMONITORING PT 1	1	0.012
NPJ CLEAN WATER	1	0.012
OZONE SCIENCE ENGINEERING	1	0.012
PACHYDERM	1	0.012
PHARMACEUTICAL BIOLOGY	1	0.012
PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY	1	0.012
PHYTOCHEMISTRY LETTERS	1	0.012
PHYTOMEDICINE	1	0.012
PHYTON INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY	1	0.012
PLANT CELL TISSUE AND ORGAN CULTURE	1	0.012
PLANT GENETICS AND MOLECULAR BIOLOGY	1	0.012
PLANT GROWTH REGULATION	1	0.012
PLANT SIGNALING BEHAVIOR	1	0.012
POLAR RECORD	1	0.012
POLAR SCIENCE	1	0.012
POLISH JOURNAL OF ENVIRONMENTAL STUDIES	1	0.012
REVIEWS ON ENVIRONMENTAL HEALTH	1	0.012
RHODORA	1	0.012
RICE SCIENCE	1	0.012
RUSSIAN JOURNAL OF ECOLOGY	1	0.012
RUSSIAN JOURNAL OF PLANT PHYSIOLOGY	1	0.012
SAR AND QSAR IN ENVIRONMENTAL RESEARCH	1	0.012
SILVAE GENETICA	1	0.012
SMALL SCALE FORESTRY	1	0.012
SOIL SEDIMENT CONTAMINATION	1	0.012
TAIWANIA	1	0.012
TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY	1	0.012
TROPICAL PLANT BIOLOGY	1	0.012
TURKISH JOURNAL OF BOTANY	1	0.012
VEGETATION HISTORY AND ARCHAEOBOTANY	1	0.012
VIE ET MILIEU LIFE AND ENVIRONMENT	1	0.012
WATER AND ENVIRONMENT JOURNAL	1	0.012
