Source Titles	records	% of 2821
MARINE POLLUTION BULLETIN	9	0.319
PLANT ECOLOGY DIVERSITY	9	0.319
PLANT PHYSIOLOGY	9	0.319
REMOTE SENSING OF ENVIRONMENT	9	0.319
WILDLIFE BIOLOGY	9	0.319
WILDLIFE SOCIETY BULLETIN	9	0.319
ANNALS OF FOREST SCIENCE	8	0.284
ENVIRONMETRICS	8	0.284
FOLIA GEOBOTANICA	8	0.284
FORESTRY	8	0.284
FORESTS	8	0.284
FRONTIERS IN PLANT SCIENCE	8	0.284
ISME JOURNAL	8	0.284
JOURNAL OF PLANT ECOLOGY	8	0.284
THEORETICAL AND APPLIED GENETICS	8	0.284
TREE PHYSIOLOGY	8	0.284
AGROFORESTRY SYSTEMS	7	0.248
ARCTIC ANTARCTIC AND ALPINE RESEARCH	7	0.248
CONSERVATION PHYSIOLOGY	7	0.248
ECOLOGICAL MONOGRAPHS	7	0.248
ECOSCIENCE	7	0.248
JOURNAL OF CHEMICAL ECOLOGY	7	0.248
JOURNAL OF ENVIRONMENTAL MANAGEMENT	7	0.248
JOURNAL OF PALEOLIMNOLOGY	7	0.248
MICROBIAL ECOLOGY	7	0.248
PLANT BIOLOGY	7	0.248
POPULATION ECOLOGY	7	0.248
TREES STRUCTURE AND FUNCTION	7	0.248
WATER RESEARCH	7	0.248
AQUATIC CONSERVATION MARINE AND FRESHWATER ECOSYSTEMS	6	0.213
BIOGEOCHEMISTRY	6	0.213
DENDROCHRONOLOGIA	6	0.213
ECOLOGICAL INFORMATICS	6	0.213
ECOTOXICOLOGY	6	0.213
ENVIRONMENTAL BIOLOGY OF FISHES	6	0.213
ENVIRONMENTAL RESEARCH LETTERS	6	0.213
EUPHYTICA	6	0.213
EVOLUTIONARY ECOLOGY RESEARCH	6	0.213
HEREDITY	6	0.213
JOURNAL OF GEOPHYSICAL RESEARCH BIOGEOSCIENCES	6	0.213
NEW ZEALAND JOURNAL OF ECOLOGY	6	0.213
PALEOBIOLOGY	6	0.213
PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS	6	0.213
PRESLIA	6	0.213
RANGELAND ECOLOGY MANAGEMENT	6	0.213
SCANDINAVIAN JOURNAL OF FOREST RESEARCH	6	0.213
WETLANDS	6	0.213
AQUATIC MICROBIAL ECOLOGY	5	0.177
AUSTRALIAN JOURNAL OF BOTANY	5	0.177
BOTANICAL JOURNAL OF THE LINNEAN SOCIETY	5	0.177
CONSERVATION LETTERS	5	0.177
ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY	5	0.177
ENVIRONMENTAL MANAGEMENT	5	0.177
FUNGAL ECOLOGY	5	0.177
INTERNATIONAL JOURNAL OF PLANT SCIENCES	5	0.177
INTERNATIONAL JOURNAL OF WILDLAND FIRE	5	0.177
JOURNAL FOR NATURE CONSERVATION	5	0.177
MARINE BIOLOGY RESEARCH	5	0.177
RESTORATION ECOLOGY	5	0.177
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT	5	0.177
VADOSE ZONE JOURNAL	5	0.177
AQUATIC BOTANY	4	0.142
AQUATIC ECOLOGY	4	0.142
BMC PLANT BIOLOGY	4	0.142
ENVIRONMENTAL MONITORING AND ASSESSMENT	4	0.142
IFOREST BIOGEOSCIENCES AND FORESTRY	4	0.142
INVASIVE PLANT SCIENCE AND MANAGEMENT	4	0.142
JOURNAL OF ENVIRONMENTAL QUALITY	4	0.142
JOURNAL OF FISH AND WILDLIFE MANAGEMENT	4	0.142
JOURNAL OF PLANT RESEARCH	4	0.142
JOURNAL OF THE AIR WASTE MANAGEMENT ASSOCIATION	4	0.142
PLANT JOURNAL	4	0.142
PLANT SPECIES BIOLOGY	4	0.142
PLANTA	4	0.142
REGIONAL ENVIRONMENTAL CHANGE	4	0.142
SUSTAINABILITY	4	0.142
SYSTEMATIC BOTANY	4	0.142
WATER SCIENCE AND TECHNOLOGY	4	0.142
AMERICAN MIDLAND NATURALIST	3	0.106
ANNALES ZOOLOGICI FENNICI	3	0.106
BIOTA NEOTROPICA	3	0.106
BOTANICAL SCIENCES	3	0.106
BOTANY	3	0.106
ECOLOGICAL ECONOMICS	3	0.106
ENERGY POLICY	3	0.106
ENVIRONMENTAL AND ECOLOGICAL STATISTICS	3	0.106
ENVIRONMENTAL HEALTH	3	0.106
EUROPEAN JOURNAL OF PLANT PATHOLOGY	3	0.106
FLORA	3	0.106
FOREST SCIENCE	3	0.106
FUNCTIONAL PLANT BIOLOGY	3	0.106
GENETIC RESOURCES AND CROP EVOLUTION	3	0.106
GLOBAL ENVIRONMENTAL CHANGE HUMAN AND POLICY DIMENSIONS	3	0.106
JOURNAL OF BRYOLOGY	3	0.106
JOURNAL OF GREAT LAKES RESEARCH	3	0.106
JOURNAL OF HYDROLOGIC ENGINEERING	3	0.106
JOURNAL OF NATURAL HISTORY	3	0.106
MAYDICA	3	0.106
NATURE CLIMATE CHANGE	3	0.106
PHYTOTAXA	3	0.106
PLANT AND CELL PHYSIOLOGY	3	0.106
PLANT BIOSYSTEMS	3	0.106
PLANT CELL	3	0.106
PLANT ECOLOGY AND EVOLUTION	3	0.106
PLANT PATHOLOGY	3	0.106
SOUTH AFRICAN JOURNAL OF BOTANY	3	0.106
TAXON	3	0.106
TREE GENETICS GENOMES	3	0.106
WEED SCIENCE	3	0.106
WESTERN NORTH AMERICAN NATURALIST	3	0.106
ACTA BOTANICA BRASILICA	2	0.071
ANTARCTIC SCIENCE	2	0.071
APPLICATIONS IN PLANT SCIENCES	2	0.071
AQUATIC INVASIONS	2	0.071
AUSTRALIAN FORESTRY	2	0.071
AVIAN CONSERVATION AND ECOLOGY	2	0.071
BIOENERGY RESEARCH	2	0.071
BIOLOGY AND ENVIRONMENT PROCEEDINGS OF THE ROYAL IRISH ACADEMY	2	0.071
BIRD CONSERVATION INTERNATIONAL	2	0.071
BOSQUE	2	0.071
BOTANY BOTANIQUE	2	0.071
CANADIAN JOURNAL OF PLANT SCIENCE	2	0.071
CLIMATE RESEARCH	2	0.071
CLIMATIC CHANGE	2	0.071
COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS	2	0.071
COMMUNITY ECOLOGY	2	0.071
ECOHYDROLOGY	2	0.071
ECOLOGY AND SOCIETY	2	0.071
ENVIRONMENT INTERNATIONAL	2	0.071
ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH	2	0.071
EUROPEAN JOURNAL OF SOIL BIOLOGY	2	0.071
GLOBAL BIOGEOCHEMICAL CYCLES	2	0.071
INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT	2	0.071
INTERCIENCIA	2	0.071
JOURNAL OF ARID ENVIRONMENTS	2	0.071
JOURNAL OF COASTAL RESEARCH	2	0.071
JOURNAL OF FOREST RESEARCH	2	0.071
JOURNAL OF PHYCOLOGY	2	0.071
JOURNAL OF PLANT NUTRITION AND SOIL SCIENCE	2	0.071
JOURNAL OF THE TORREY BOTANICAL SOCIETY	2	0.071
MARINE ENVIRONMENTAL RESEARCH	2	0.071
MIRES AND PEAT	2	0.071
MOLECULAR BREEDING	2	0.071
NATURE CONSERVATION BULGARIA	2	0.071
NATUREZA CONSERVACAO	2	0.071
NORTHEASTERN NATURALIST	2	0.071
NOTULAE BOTANICAE HORTI AGROBOTANICI CLUJ NAPOCA	2	0.071
ORYX	2	0.071
PHYSIOLOGIA PLANTARUM	2	0.071
PHYTOPATHOLOGY	2	0.071
PLANT BREEDING	2	0.071
PLANT GENOME	2	0.071
PLANT METHODS	2	0.071
PLANT SCIENCE	2	0.071
PLANT SYSTEMATICS AND EVOLUTION	2	0.071
PLANTA DANINHA	2	0.071
POLAR RESEARCH	2	0.071
POLISH JOURNAL OF ECOLOGY	2	0.071
RADIATION PROTECTION DOSIMETRY	2	0.071
REVIEW OF PALAEOBOTANY AND PALYNOLOGY	2	0.071
REVISTA CHILENA DE HISTORIA NATURAL	2	0.071
SAR AND QSAR IN ENVIRONMENTAL RESEARCH	2	0.071
SCIENTIA FORESTALIS	2	0.071
SEED SCIENCE RESEARCH	2	0.071
SILVAE GENETICA	2	0.071
SOUTH AFRICAN JOURNAL OF WILDLIFE RESEARCH	2	0.071
THEORETICAL POPULATION BIOLOGY	2	0.071
TROPICAL CONSERVATION SCIENCE	2	0.071
TUEXENIA	2	0.071
WASTE MANAGEMENT	2	0.071
WEED RESEARCH	2	0.071
WEED TECHNOLOGY	2	0.071
WESTERN JOURNAL OF APPLIED FORESTRY	2	0.071
AEROBIOLOGIA	1	0.035
AEROSOL AND AIR QUALITY RESEARCH	1	0.035
AEROSOL SCIENCE AND TECHNOLOGY	1	0.035
AFRICAN JOURNAL OF ECOLOGY	1	0.035
ANIMAL BIODIVERSITY AND CONSERVATION	1	0.035
ANNALS OF FOREST RESEARCH	1	0.035
ANNALS OF THE NEW YORK ACADEMY OF SCIENCES	1	0.035
AQUATIC ECOSYSTEM HEALTH MANAGEMENT	1	0.035
ARCTIC	1	0.035
ATMOSPHERIC CHEMISTRY AND PHYSICS	1	0.035
AUSTRALASIAN PLANT PATHOLOGY	1	0.035
AUSTRALIAN SYSTEMATIC BOTANY	1	0.035
BALTIC FORESTRY	1	0.035
BIOCHEMICAL SYSTEMATICS AND ECOLOGY	1	0.035
BLUMEA	1	0.035
BMC ECOLOGY	1	0.035
BOIS ET FORETS DES TROPIQUES	1	0.035
BOREAL ENVIRONMENT RESEARCH	1	0.035
BOTANICA MARINA	1	0.035
BRAZILIAN JOURNAL OF BOTANY	1	0.035
BRYOLOGIST	1	0.035
CALDASIA	1	0.035
CERNE	1	0.035
CHEMOECOLOGY	1	0.035
CONSERVATION GENETICS RESOURCES	1	0.035
CZECH JOURNAL OF GENETICS AND PLANT BREEDING	1	0.035
ECOHEALTH	1	0.035
ECOLOGICAL COMPLEXITY	1	0.035
ECONOMIC BOTANY	1	0.035
ECOSYSTEM SERVICES	1	0.035
ECOTROPICA	1	0.035
EFFECTS OF CLIMATE CHANGE AND INVASIVE SPECIES ON ECOSYSTEM INTEGRITY AND WATER QUALITY	1	0.035
ENVIRONMENTAL AND EXPERIMENTAL BOTANY	1	0.035
ENVIRONMENTAL AND MOLECULAR MUTAGENESIS	1	0.035
ENVIRONMENTAL CHEMISTRY LETTERS	1	0.035
ENVIRONMENTAL CONSERVATION	1	0.035
ENVIRONMENTAL EARTH SCIENCES	1	0.035
ENVIRONMENTAL RESEARCH	1	0.035
ENVIRONMENTAL SCIENCE POLICY	1	0.035
ENVIRONMENTAL TECHNOLOGY	1	0.035
ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY	1	0.035
EUROPEAN JOURNAL OF WOOD AND WOOD PRODUCTS	1	0.035
FIRE ECOLOGY	1	0.035
FOREST POLICY AND ECONOMICS	1	0.035
FORESTRY CHRONICLE	1	0.035
FOTTEA	1	0.035
FRONTIERS IN ECOLOGY AND THE ENVIRONMENT	1	0.035
GAYANA BOTANICA	1	0.035
INTERNATIONAL JOURNAL OF BIOMETEOROLOGY	1	0.035
INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH	1	0.035
INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT	1	0.035
INTERNATIONAL JOURNAL OF PHYTOREMEDIATION	1	0.035
ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES	1	0.035
ISRAEL JOURNAL OF ECOLOGY EVOLUTION	1	0.035
ITALIAN JOURNAL OF AGROMETEOROLOGY RIVISTA ITALIANA DI AGROMETEOROLOGIA	1	0.035
JOURNAL OF APPLIED REMOTE SENSING	1	0.035
JOURNAL OF CLEANER PRODUCTION	1	0.035
JOURNAL OF COASTAL CONSERVATION	1	0.035
JOURNAL OF ENVIRONMENTAL ENGINEERING	1	0.035
JOURNAL OF ENVIRONMENTAL INFORMATICS	1	0.035
JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A TOXIC HAZARDOUS SUBSTANCES ENVIRONMENTAL ENGINEERING	1	0.035
JOURNAL OF ETHNOBIOLOGY AND ETHNOMEDICINE	1	0.035
JOURNAL OF ETHNOPHARMACOLOGY	1	0.035
JOURNAL OF EXPOSURE SCIENCE AND ENVIRONMENTAL EPIDEMIOLOGY	1	0.035
JOURNAL OF FOREST ECONOMICS	1	0.035
JOURNAL OF FORESTRY	1	0.035
JOURNAL OF FORESTRY RESEARCH	1	0.035
JOURNAL OF GENERAL PLANT PATHOLOGY	1	0.035
JOURNAL OF PHYTOPATHOLOGY	1	0.035
JOURNAL OF PLANT PHYSIOLOGY	1	0.035
JOURNAL OF SOIL AND WATER CONSERVATION	1	0.035
JOURNAL OF SYSTEMATICS AND EVOLUTION	1	0.035
KOEDOE	1	0.035
MOLECULAR PLANT MICROBE INTERACTIONS	1	0.035
MOLECULAR PLANT PATHOLOGY	1	0.035
NATURAL AREAS JOURNAL	1	0.035
NATURAL RESOURCE MODELING	1	0.035
NORTHERN JOURNAL OF APPLIED FORESTRY	1	0.035
NORTHWEST SCIENCE	1	0.035
PEDOBIOLOGIA	1	0.035
PHOTOSYNTHESIS RESEARCH	1	0.035
PHYTOCHEMISTRY	1	0.035
PHYTOCOENOLOGIA	1	0.035
PLANT DISEASE	1	0.035
PLANT GENETIC RESOURCES CHARACTERIZATION AND UTILIZATION	1	0.035
PLANT MOLECULAR BIOLOGY REPORTER	1	0.035
PLANT PHYSIOLOGY AND BIOCHEMISTRY	1	0.035
POLISH POLAR RESEARCH	1	0.035
RANGELAND JOURNAL	1	0.035
REVISTA ARVORE	1	0.035
REVISTA CHAPINGO SERIE CIENCIAS FORESTALES Y DEL AMBIENTE	1	0.035
REVISTA MEXICANA DE BIODIVERSIDAD	1	0.035
RIVER RESEARCH AND APPLICATIONS	1	0.035
SILVA FENNICA	1	0.035
SOIL SCIENCE AND PLANT NUTRITION	1	0.035
SOUTHEASTERN NATURALIST	1	0.035
SOUTHERN FORESTS	1	0.035
SOUTHERN JOURNAL OF APPLIED FORESTRY	1	0.035
SUMARSKI LIST	1	0.035
SYSTEMATICS AND BIODIVERSITY	1	0.035
URBAN ECOSYSTEMS	1	0.035
URBAN FORESTRY URBAN GREENING	1	0.035
VEGETATION HISTORY AND ARCHAEOBOTANY	1	0.035
WASTE MANAGEMENT RESEARCH	1	0.035
WATER AIR AND SOIL POLLUTION	1	0.035
WEED BIOLOGY AND MANAGEMENT	1	0.035
WETLANDS ECOLOGY AND MANAGEMENT	1	0.035
WULFENIA	1	0.035
(0 records (0.000%) do not contain data in the field being analyzed.)
